family,level,seed,method,metric,n,mean,sd,ci_lo,ci_hi
CF1,L4,2,inpaint_telea,psnr_masked,300,25.907679013401232,6.820812729436492,25.15804434135126,26.67874043649308
CF1,L4,2,inpaint_telea,ssim,300,0.8237102216506992,0.04957025300934052,0.8180231131054614,0.8291623701185475
CF1,L4,2,inpaint_telea,hrp,300,0.6798616089423497,0.14088696577512116,0.6638897107566396,0.695340504574279
CF1,L4,2,inpaint_ns,psnr,300,31.219389811442028,7.970025511911042,30.316640159177084,32.150191700701974
CF1,L4,2,inpaint_ns,psnr_masked,300,28.209089854802222,7.970025511911042,27.302502150838567,29.131538909292633
CF1,L4,2,inpaint_ns,ssim,300,0.8861303442467342,0.04208645260895601,0.8814109773171663,0.8908510901878852
CF1,L4,2,inpaint_ns,hrp,300,0.7160912775993347,0.129306347382648,0.7015685330828031,0.7304503592823942
CF1,L4,2,dictlearn,psnr,300,19.99736420685087,5.202452322702077,19.403327839536217,20.59591100249874
CF1,L4,2,dictlearn,psnr_masked,300,16.98706421496799,5.202452302377558,16.40716770557268,17.585888538664346
CF1,L4,2,dictlearn,ssim,300,0.4604626687080942,0.1491154525250275,0.4436488272257369,0.47715514129643866
CF1,L4,2,dictlearn,hrp,300,0.0,0.0,0.0,0.0
CF1,L4,2,csfr,psnr,300,32.35824192086522,8.331433002720127,31.417068045681162,33.301492761543955
CF1,L4,2,csfr,psnr_masked,300,29.34794195507782,8.331432970628818,28.443224146787465,30.335974408483626
CF1,L4,2,csfr,ssim,300,0.8963933947857373,0.045548949118014076,0.8912865419614241,0.9014415753102506
CF1,L4,2,csfr,hrp,300,0.7325287694235643,0.1297802399083468,0.71775993533805,0.7470341081321239
CF1,L5,0,zero_fill,psnr,300,9.256836743204861,3.451224144356931,8.874845307495566,9.647482185038564
CF1,L5,0,zero_fill,psnr_masked,300,7.707514187155963,3.451224159249533,7.328839861910271,8.091935563514117
CF1,L5,0,zero_fill,ssim,300,0.07758598600901001,0.08174118636991518,0.06886334275427138,0.0873399718551327
CF1,L5,0,zero_fill,hrp,300,3.2711859061320623,2.7604700232406056,2.9690536763618387,3.590927207370599
CF1,L5,0,bilinear,psnr,300,25.86951807732227,5.025313879438362,25.312755922726424,26.44063180591525
CF1,L5,0,bilinear,psnr_masked,300,24.32019554373476,5.025313923707543,23.75569443036853,24.89683454178379
CF1,L5,0,bilinear,ssim,300,0.8136215323433956,0.07365783884022899,0.8053187487905525,0.821992043968379
CF1,L5,0,bilinear,hrp,300,0.749595525364081,0.11378076437870543,0.7367209604357681,0.7622811386063695
CF1,L5,0,inpaint_telea,psnr,300,26.654311620168343,6.711422358587965,25.91171846628691,27.411550252529253
CF1,L5,0,inpaint_telea,psnr_masked,300,25.104989068641885,6.711422351826868,24.350926538434422,25.865621186666445
CF1,L5,0,inpaint_telea,ssim,300,0.7214430426110882,0.07487919937840266,0.7127717784221402,0.7300735531391225
CF1,L5,0,inpaint_telea,hrp,300,0.6728497840960821,0.14051732578142617,0.657170804788669,0.6886832750837009
CF1,L5,0,inpaint_ns,psnr,300,28.05434020662021,7.739105728499965,27.19346011605643,28.92239715882902
CF1,L5,0,inpaint_ns,psnr_masked,300,26.505017647684568,7.739105725982386,25.647468762751213,27.39374504786617
CF1,L5,0,inpaint_ns,ssim,300,0.7873773085181277,0.07464977018530622,0.7791436862202352,0.7957892456662955
CF1,L5,0,inpaint_ns,hrp,300,0.7129708045224349,0.12697100093350613,0.6989211950972677,0.7271735229343176
CF1,L5,0,dictlearn,psnr,300,18.522435364658588,5.203125174174972,17.93805553782124,19.10933125449087
CF1,L5,0,dictlearn,psnr_masked,300,16.973112810842498,5.203125172102752,16.39706598438929,17.5735918127192
CF1,L5,0,dictlearn,ssim,300,0.3546044664968616,0.12510322679389532,0.34064897332006366,0.3687357507488253
CF1,L5,0,dictlearn,hrp,300,0.0,0.0,0.0,0.0
CF1,L5,0,csfr,psnr,300,29.504405725049104,8.071330154873902,28.600687760669054,30.427110507529758
CF1,L5,0,csfr,psnr_masked,300,27.955083189789427,8.071330168906425,27.0574739347534,28.879844917513804
CF1,L5,0,csfr,ssim,300,0.8081880639910011,0.08194853913935077,0.7989152394304231,0.8175466134976643
CF1,L5,0,csfr,hrp,300,0.7145696645478408,0.1383155979865184,0.6984134480456511,0.7300040039891998
CF1,L5,1,zero_fill,psnr,300,9.253747208299226,3.44632463717654,8.86189539660857,9.650129777128827
CF1,L5,1,zero_fill,psnr_masked,300,7.7044246510926495,3.4463246467339945,7.317817201647563,8.094367763684302
CF1,L5,1,zero_fill,ssim,300,0.07791179281195139,0.08207053269519092,0.06909199181464777,0.08775069837028152
CF1,L5,1,zero_fill,hrp,300,3.2415777646501858,2.6021493310495845,2.9579175224180023,3.5451609715372325
CF1,L5,1,bilinear,psnr,300,25.99490969739134,5.20030442409058,25.41658295286639,26.585649398832647
CF1,L5,1,bilinear,psnr_masked,300,24.44558714959202,5.200304440991506,23.860328459633244,25.047482159453498
CF1,L5,1,bilinear,ssim,300,0.8140618685414691,0.07462663574787665,0.8056799303845638,0.8226040400889223
CF1,L5,1,bilinear,hrp,300,0.7476419315238794,0.11623405048640018,0.7344008104788761,0.7606364063471556
CF1,L5,1,inpaint_telea,psnr,300,26.65782604594533,6.738769930435084,25.901785394156686,27.43416226364682
CF1,L5,1,inpaint_telea,psnr_masked,300,25.108503495889494,6.7387699396499805,24.356806094088775,25.868478534233393
CF1,L5,1,inpaint_telea,ssim,300,0.7222208802058739,0.07508044320792671,0.7136370131944034,0.7304926657740984
CF1,L5,1,inpaint_telea,hrp,300,0.6723438802858194,0.14259271664826043,0.656510545436293,0.6882954386596878
CF1,L5,1,inpaint_ns,psnr,300,28.066872770001677,7.756911668501611,27.197132922521295,28.948651512347663
CF1,L5,1,inpaint_ns,psnr_masked,300,26.517550216795176,7.756911666213499,25.65259456877344,27.38832118640536
CF1,L5,1,inpaint_ns,ssim,300,0.7879419902465922,0.07506366498172036,0.7796535655902957,0.7962105809783099
CF1,L5,1,inpaint_ns,hrp,300,0.7124175282816092,0.12948271914622436,0.6974695395330588,0.72660103524973
CF1,L5,1,dictlearn,psnr,300,18.528177526106823,5.21027786703619,17.961847165503634,19.116773745720447
CF1,L5,1,dictlearn,psnr_masked,300,16.978854985002304,5.210277860698358,16.39298090177291,17.571532833652697
CF1,L5,1,dictlearn,ssim,300,0.35553417022618167,0.12585091628102274,0.340870119132052,0.3697565250388874
CF1,L5,1,dictlearn,hrp,300,0.0,0.0,0.0,0.0
CF1,L5,1,csfr,psnr,300,29.47684917698918,8.069445642344538,28.5790137091666,30.39551576252658
CF1,L5,1,csfr,psnr_masked,300,27.92752660851916,8.069445677766625,27.037213304456085,28.86593294958972
CF1,L5,1,csfr,ssim,300,0.808474257836976,0.08247904971531574,0.7990744731400103,0.8176927844092815
CF1,L5,1,csfr,hrp,300,0.7140843274692694,0.13969112881915294,0.6978578422789773,0.7296612179068227
CF1,L5,2,zero_fill,psnr,300,9.252586981602335,3.4462407113695184,8.864091541097503,9.644871298742586
CF1,L5,2,zero_fill,psnr_masked,300,7.703264451554723,3.4462407065395686,7.313940580401963,8.101162485806757
CF1,L5,2,zero_fill,ssim,300,0.07826406743727693,0.08224793125178372,0.06963610241703899,0.0881449583636485
CF1,L5,2,zero_fill,hrp,300,3.262998041113218,2.70040403663876,2.968382903883855,3.5754224820286034
CF1,L5,2,bilinear,psnr,300,25.863109434507933,5.190038694975813,25.275575058689995,26.45922934319702
CF1,L5,2,bilinear,psnr_masked,300,24.313786874104427,5.190038684917342,23.73168472263637,24.92501333850918
CF1,L5,2,bilinear,ssim,300,0.8133824922426466,0.07458010484953385,0.8051676935343304,0.8219682223413967
CF1,L5,2,bilinear,hrp,300,0.7493530168135961,0.1139303802444315,0.7362843432873488,0.7622636951282621
CF1,L5,2,inpaint_telea,psnr,300,26.639981504112562,6.712377640636404,25.894614338068738,27.413566079684678
CF1,L5,2,inpaint_telea,psnr_masked,300,25.090658955184946,6.712377643006146,24.357394265944965,25.85084565647105
CF1,L5,2,inpaint_telea,ssim,300,0.7213019786112261,0.07480426831798351,0.7129681656922441,0.729685805863067
