family,level,frac,method,n_seeds,psnr_db_mean,psnr_db_std,ssim_mean,ssim_std,hrp_mean,hrp_std,cvr_c1,cvr_c2,cvr_c3,cvr_c4,psnr_db_mean_seedstd,psnr_db_std_seedstd,ssim_mean_seedstd,ssim_std_seedstd,hrp_mean_seedstd,hrp_std_seedstd,cvr_c1_seedstd,cvr_c2_seedstd,cvr_c3_seedstd,cvr_c4_seedstd
CF3,L2,0.15,inpaint_ns,3,29.39534742614087,9.802238844039575,0.922700252468449,0.02732866584436121,0.8341577165822188,0.47468789599000605,0.0,0.018187004036590224,0.0,0.025909830729166666,0.0,0.0,1.1102230246251565e-16,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L2,0.15,dictlearn,3,25.053025561509227,6.1476643610160275,0.8949714145650912,0.019549644257424163,0.18307907924469977,0.09470720806586803,0.0,0.020349151238333436,0.0,0.02894911024305555,0.014335774625724735,0.014478821222348786,0.00031524580834699304,0.00015191444452648556,0.0007663089253912392,0.0005582686003078023,0.0,2.8817476263369615e-05,0.0,3.293860511427966e-05
CF3,L3,0.3,csfr,3,16.965184274579556,6.133334256593904,0.7566493568650388,0.05165840937387565,2.809914127290249,6.594549850525444,0.0,0.015807705076683002,0.0,0.0211376953125,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0
CF3,L3,0.3,csfr_c1,3,16.75678306216736,5.468186984858459,0.7378581790548925,0.0410212650042674,2.6061387068033217,6.16553454188211,0.0,0.016267774595568576,0.03338948567708333,0.02713134765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L3,0.3,csfr_c1c2,3,16.704186186502973,6.073989332403966,0.748611969792876,0.05256911549077186,2.906335137883822,6.865587288380783,0.0,0.01730241411937944,3.4993489583333335e-05,0.0229150390625,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L3,0.3,csfr_c1c3,3,18.212072418505294,5.717153312929688,0.7478099704563973,0.042784217813742746,2.2808860339721044,6.096128093514397,0.0,0.01591641864584138,0.0,0.027001953124999995,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,3.469446951953614e-18
CF3,L3,0.3,csfr_c1c4,3,16.657539395103928,5.602223819041797,0.7391879746839879,0.04110197235435188,2.646355258822441,6.437904829218166,0.0,0.019093915487367972,0.03694173177083333,0.019999186197916668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L3,0.3,zero_fill,3,13.402521720168687,4.044070147779306,0.6884326424077437,0.020622545091371094,4.1575907877087594,8.097564661765329,0.0,0.02062169326648776,0.0,0.026659342447916668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L3,0.3,bilinear,3,13.402521720168687,4.044070147779306,0.6884326424077437,0.020622545091371094,4.1575907877087594,8.097564661765329,0.0,0.02062169326648776,0.0,0.026659342447916668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L3,0.3,inpaint_telea,3,24.41002963571469,8.029645468077657,0.8126340412231986,0.05647816925776549,0.7853698612252872,0.45594627240242486,0.0,0.015131861896564564,0.0,0.021218261718750003,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,3.469446951953614e-18
CF3,L3,0.3,inpaint_ns,3,24.39758454068875,9.578334717852751,0.8074475515984818,0.059548357074042414,0.7890144618103901,0.4530419489805719,0.0,0.015141782574355602,0.0,0.021284993489583334,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0
CF3,L3,0.3,dictlearn,3,21.89671757239286,5.832125885866255,0.779401117224871,0.041003375544877464,0.14050113737169237,0.06522117226302417,0.0,0.017705853322275086,0.0,0.02492648654513889,0.008764538277863788,0.006627600559445197,0.00015730031427737233,0.00012940501400259596,0.0007433683666631464,0.0016890552802053317,0.0,6.40756377174193e-05,0.0,9.917558465507624e-05
CF3,L4,0.5,csfr,3,12.799099712929854,4.815311091036173,0.5456348959552215,0.07142954819914958,3.9407612186173595,8.919914745896072,0.0,0.012115575469554945,0.0,0.01465087890625,1.7763568394002505e-15,0.0,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0
CF3,L4,0.5,csfr_c1,3,12.180005422155778,4.157890234303141,0.5105578660825258,0.04347248664071923,4.03336767355601,9.018053312988211,0.0,0.01322007283733304,0.12160644531250002,0.024095052083333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,1.3877787807814457e-17,0.0
CF3,L4,0.5,csfr_c1c2,3,12.61002694273359,4.76407042169027,0.5357760063853456,0.0718264446438754,4.069549570828676,9.214036238127076,0.0,0.014429976939815485,4.720052083333333e-05,0.017259928385416668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L4,0.5,csfr_c1c3,3,13.732128943599285,4.5571749087105236,0.5343339462545507,0.050922498885236055,3.5787791940569877,8.964123589233536,0.0,0.012614914120349567,0.0,0.02361490885416667,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L4,0.5,csfr_c1c4,3,12.12883031096991,4.21780352023418,0.5134630891197083,0.04387511300388428,4.026579259435336,9.02942400536619,0.0,0.0170262896095907,0.12281656901041667,0.013264160156250001,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18
CF3,L4,0.5,zero_fill,3,11.02534491198908,3.919436142174772,0.4665292888386782,0.033643379290327964,4.857843859593074,10.0192108825889,0.0,0.016648479070233105,0.0,0.018990071614583333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L4,0.5,bilinear,3,11.02534491198908,3.919436142174772,0.4665292888386782,0.033643379290327964,4.857843859593074,10.0192108825889,0.0,0.016648479070233105,0.0,0.018990071614583333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L4,0.5,inpaint_telea,3,20.596715867212648,6.8409195893370365,0.6464523034398635,0.09215935114197092,0.7584938888996838,0.38709483416556195,0.0,0.011149140318933251,0.0,0.014715983072916666,0.0,8.881784197001252e-16,0.0,0.0,1.1102230246251565e-16,5.551115123125783e-17,0.0,1.734723475976807e-18,0.0,0.0
CF3,L4,0.5,inpaint_ns,3,20.59866688868573,8.333347686496248,0.6368929822116013,0.09430787727434549,0.7400400830308597,0.36982038938716116,0.0,0.011159474329809503,0.0,0.0149072265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L4,0.5,dictlearn,3,19.087417547459538,5.654819284947073,0.6058583900542304,0.08321398433078508,0.0,0.0,0.0,0.012478918659083621,0.0,0.01611572265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0,0.0
CF3,L5,0.7,csfr,3,10.605039744486128,4.202729352080555,0.3279265091153505,0.08551529593853853,5.07407108142972,11.647703075965362,0.0,0.007381779202454103,0.0,0.0076025390625,0.0,0.0,0.0,1.3877787807814457e-17,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0
CF3,L5,0.7,csfr_c1,3,9.768169773116737,3.694575981790108,0.2766937383794149,0.046410139630152204,5.410917663375536,11.97579282239118,0.0,0.008430059577852565,0.2877587890625,0.020328776041666666,0.0,4.440892098500626e-16,0.0,6.938893903907228e-18,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0
CF3,L5,0.7,csfr_c1c2,3,10.494085167285908,4.166860387086521,0.31902526089127453,0.08522717590290811,5.171791656464339,11.876276313012262,0.0,0.008969494132034015,0.00125244140625,0.009532063802083334,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L5,0.7,csfr_c1c3,3,11.284379763736958,4.100695355925267,0.3181282481045098,0.06467214756162709,4.738273279989759,11.427368901967313,0.0,0.0074243552519086126,0.0,0.01883056640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L5,0.7,csfr_c1c4,3,9.684156026762196,3.705712377252562,0.2790239503061088,0.04668143969141394,5.431461497197549,12.077675310642642,0.0,0.012709573386722088,0.29185628255208335,0.006095377604166666,0.0,4.440892098500626e-16,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0
CF3,L5,0.7,zero_fill,3,9.453288108126573,3.7206283864921557,0.2454510556004066,0.049033736506086806,5.835025371928932,12.631318890431293,0.0,0.012077959855523658,0.0,0.013524576822916667,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0
CF3,L5,0.7,bilinear,3,9.453288108126573,3.7206283864921557,0.2454510556004066,0.049033736506086806,5.835025371928932,12.631318890431293,0.0,0.012077959855523658,0.0,0.013524576822916667,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0
CF3,L5,0.7,inpaint_telea,3,17.87371463094495,6.15509472526399,0.4698186336332288,0.12642519625288795,0.7359911064306895,0.39002303298698093,0.0,0.006659639680874535,0.0,0.007843424479166666,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0
CF3,L5,0.7,inpaint_ns,3,18.050625014186366,7.811543939067054,0.4609680348780342,0.13058784219927583,0.6768926000595092,0.3341302837338908,0.0,0.0066679068543696,0.0,0.007908528645833333,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0
CF3,L5,0.7,dictlearn,3,17.204280068861475,5.6734436270329525,0.441917616364148,0.11565836627815378,0.09962862973049696,0.037975584653848836,0.0,0.011479414797310407,0.0,0.015313585069444446,0.0058925937250893885,0.0037925864064414223,5.157280916934758e-05,0.0005099567915589424,0.0003103129485895381,0.0014528173396906176,0.0,4.599383367135197e-05,0.0,0.00011494568324723653
